quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,index_right,id,fid
1322320223010210,137577,104987,5,110,55,"POLYGON ((101.700439453125 3.14051610398324, 101.705932617188 3.14051610398324, 101.705932617188 3.13503117527139, 101.700439453125 3.13503117527139, 101.700439453125 3.14051610398324))",0,br730dc4071.1,0
1322320223010211,102544,77359,6,505,249,"POLYGON ((101.705932617188 3.14051610398324, 101.71142578125 3.14051610398324, 101.71142578125 3.13503117527139, 101.705932617188 3.13503117527139, 101.705932617188 3.14051610398324))",0,br730dc4071.1,0
1322320223010212,83648,56750,9,46,28,"POLYGON ((101.700439453125 3.13503117527139, 101.705932617188 3.13503117527139, 101.705932617188 3.12954621780049, 101.700439453125 3.12954621780049, 101.700439453125 3.13503117527139))",0,br730dc4071.1,0
1322320223010213,125755,48921,5,178,46,"POLYGON ((101.705932617188 3.13503117527139, 101.71142578125 3.13503117527139, 101.71142578125 3.12954621780049, 101.705932617188 3.12954621780049, 101.705932617188 3.13503117527139))",0,br730dc4071.1,0
1322320223010221,32359,24636,9,14,5,"POLYGON ((101.694946289062 3.12954621780049, 101.700439453125 3.12954621780049, 101.700439453125 3.12406123162066, 101.694946289062 3.12406123162066, 101.694946289062 3.12954621780049))",0,br730dc4071.1,0
1322320223010222,110006,45534,10,51,15,"POLYGON ((101.689453125 3.12406123162066, 101.694946289062 3.12406123162066, 101.694946289062 3.11857621678199, 101.689453125 3.11857621678199, 101.689453125 3.12406123162066))",0,br730dc4071.1,0
1322320223010230,308583,140003,5,4,1,"POLYGON ((101.700439453125 3.12954621780049, 101.705932617188 3.12954621780049, 101.705932617188 3.12406123162066, 101.700439453125 3.12406123162066, 101.700439453125 3.12954621780049))",0,br730dc4071.1,0
1322320223010231,88540,42219,10,247,93,"POLYGON ((101.705932617188 3.12954621780049, 101.71142578125 3.12954621780049, 101.71142578125 3.12406123162066, 101.705932617188 3.12406123162066, 101.705932617188 3.12954621780049))",0,br730dc4071.1,0
1322320223010233,146545,69846,6,42,31,"POLYGON ((101.705932617188 3.12406123162066, 101.71142578125 3.12406123162066, 101.71142578125 3.11857621678199, 101.705932617188 3.11857621678199, 101.705932617188 3.12406123162066))",0,br730dc4071.1,0
1322320223010300,83728,45370,8,365,192,"POLYGON ((101.71142578125 3.14051610398324, 101.716918945312 3.14051610398324, 101.716918945312 3.13503117527139, 101.71142578125 3.13503117527139, 101.71142578125 3.14051610398324))",0,br730dc4071.1,0
1322320223010301,55576,48824,7,59,49,"POLYGON ((101.716918945312 3.14051610398324, 101.722412109375 3.14051610398324, 101.722412109375 3.13503117527139, 101.716918945312 3.13503117527139, 101.716918945312 3.14051610398324))",0,br730dc4071.1,0
1322320223010302,95833,48986,7,204,88,"POLYGON ((101.71142578125 3.13503117527139, 101.716918945312 3.13503117527139, 101.716918945312 3.12954621780049, 101.71142578125 3.12954621780049, 101.71142578125 3.13503117527139))",0,br730dc4071.1,0
1322320223010303,74982,40849,8,242,142,"POLYGON ((101.716918945312 3.13503117527139, 101.722412109375 3.13503117527139, 101.722412109375 3.12954621780049, 101.716918945312 3.12954621780049, 101.716918945312 3.13503117527139))",0,br730dc4071.1,0
1322320223010310,74313,53109,8,53,26,"POLYGON ((101.722412109375 3.14051610398324, 101.727905273438 3.14051610398324, 101.727905273438 3.13503117527139, 101.722412109375 3.13503117527139, 101.722412109375 3.14051610398324))",0,br730dc4071.1,0
1322320223010311,164030,64722,8,363,69,"POLYGON ((101.727905273438 3.14051610398324, 101.7333984375 3.14051610398324, 101.7333984375 3.13503117527139, 101.727905273438 3.13503117527139, 101.727905273438 3.14051610398324))",0,br730dc4071.1,0
1322320223010312,98365,58627,6,235,97,"POLYGON ((101.722412109375 3.13503117527139, 101.727905273438 3.13503117527139, 101.727905273438 3.12954621780049, 101.722412109375 3.12954621780049, 101.722412109375 3.13503117527139))",0,br730dc4071.1,0
1322320223010313,86297,43872,6,338,131,"POLYGON ((101.727905273438 3.13503117527139, 101.7333984375 3.13503117527139, 101.7333984375 3.12954621780049, 101.727905273438 3.12954621780049, 101.727905273438 3.13503117527139))",0,br730dc4071.1,0
1322320223010320,76042,42448,6,192,123,"POLYGON ((101.71142578125 3.12954621780049, 101.716918945312 3.12954621780049, 101.716918945312 3.12406123162066, 101.71142578125 3.12406123162066, 101.71142578125 3.12954621780049))",0,br730dc4071.1,0
1322320223010321,126216,76599,7,242,92,"POLYGON ((101.716918945312 3.12954621780049, 101.722412109375 3.12954621780049, 101.722412109375 3.12406123162066, 101.716918945312 3.12406123162066, 101.716918945312 3.12954621780049))",0,br730dc4071.1,0
1322320223010322,70940,34233,10,24,15,"POLYGON ((101.71142578125 3.12406123162066, 101.716918945312 3.12406123162066, 101.716918945312 3.11857621678199, 101.71142578125 3.11857621678199, 101.71142578125 3.12406123162066))",0,br730dc4071.1,0
1322320223010323,90178,48924,6,186,96,"POLYGON ((101.716918945312 3.12406123162066, 101.722412109375 3.12406123162066, 101.722412109375 3.11857621678199, 101.716918945312 3.11857621678199, 101.716918945312 3.12406123162066))",0,br730dc4071.1,0
1322320223010330,96180,54116,6,650,315,"POLYGON ((101.722412109375 3.12954621780049, 101.727905273438 3.12954621780049, 101.727905273438 3.12406123162066, 101.722412109375 3.12406123162066, 101.722412109375 3.12954621780049))",0,br730dc4071.1,0
1322320223010331,104490,58981,6,272,126,"POLYGON ((101.727905273438 3.12954621780049, 101.7333984375 3.12954621780049, 101.7333984375 3.12406123162066, 101.727905273438 3.12406123162066, 101.727905273438 3.12954621780049))",0,br730dc4071.1,0
1322320223010332,126331,43937,9,242,92,"POLYGON ((101.722412109375 3.12406123162066, 101.727905273438 3.12406123162066, 101.727905273438 3.11857621678199, 101.722412109375 3.11857621678199, 101.722412109375 3.12406123162066))",0,br730dc4071.1,0
1322320223010333,146228,74984,7,620,210,"POLYGON ((101.727905273438 3.12406123162066, 101.7333984375 3.12406123162066, 101.7333984375 3.11857621678199, 101.727905273438 3.11857621678199, 101.727905273438 3.12406123162066))",0,br730dc4071.1,0
1322320223011000,178934,127237,7,677,129,"POLYGON ((101.7333984375 3.16245553023785, 101.738891601562 3.16245553023785, 101.738891601562 3.15697071706334, 101.7333984375 3.15697071706334, 101.7333984375 3.16245553023785))",0,br730dc4071.1,0
1322320223011001,116332,70670,10,292,125,"POLYGON ((101.738891601562 3.16245553023785, 101.744384765625 3.16245553023785, 101.744384765625 3.15697071706334, 101.738891601562 3.15697071706334, 101.738891601562 3.16245553023785))",0,br730dc4071.1,0
1322320223011002,149366,79932,8,147,63,"POLYGON ((101.7333984375 3.15697071706334, 101.738891601562 3.15697071706334, 101.738891601562 3.15148587492933, 101.7333984375 3.15148587492933, 101.7333984375 3.15697071706334))",0,br730dc4071.1,0
1322320223011003,206525,100296,5,62,23,"POLYGON ((101.738891601562 3.15697071706334, 101.744384765625 3.15697071706334, 101.744384765625 3.15148587492933, 101.738891601562 3.15148587492933, 101.738891601562 3.15697071706334))",0,br730dc4071.1,0
1322320223011010,149995,111395,6,1186,452,"POLYGON ((101.744384765625 3.16245553023785, 101.749877929688 3.16245553023785, 101.749877929688 3.15697071706334, 101.744384765625 3.15697071706334, 101.744384765625 3.16245553023785))",0,br730dc4071.1,0
1322320223011011,110694,60184,7,257,146,"POLYGON ((101.749877929688 3.16245553023785, 101.75537109375 3.16245553023785, 101.75537109375 3.15697071706334, 101.749877929688 3.15697071706334, 101.749877929688 3.16245553023785))",0,br730dc4071.1,0
1322320223011012,174197,79378,7,263,96,"POLYGON ((101.744384765625 3.15697071706334, 101.749877929688 3.15697071706334, 101.749877929688 3.15148587492933, 101.744384765625 3.15148587492933, 101.744384765625 3.15697071706334))",0,br730dc4071.1,0
1322320223011013,150440,81696,9,326,119,"POLYGON ((101.749877929688 3.15697071706334, 101.75537109375 3.15697071706334, 101.75537109375 3.15148587492933, 101.749877929688 3.15148587492933, 101.749877929688 3.15697071706334))",0,br730dc4071.1,0
1322320223011020,158870,90313,6,649,215,"POLYGON ((101.7333984375 3.15148587492933, 101.738891601562 3.15148587492933, 101.738891601562 3.14600100388593, 101.7333984375 3.14600100388593, 101.7333984375 3.15148587492933))",0,br730dc4071.1,0
1322320223011021,164071,75663,8,468,139,"POLYGON ((101.738891601562 3.15148587492933, 101.744384765625 3.15148587492933, 101.744384765625 3.14600100388593, 101.738891601562 3.14600100388593, 101.738891601562 3.15148587492933))",0,br730dc4071.1,0
1322320223011022,143005,109699,5,770,219,"POLYGON ((101.7333984375 3.14600100388593, 101.738891601562 3.14600100388593, 101.738891601562 3.14051610398324, 101.7333984375 3.14051610398324, 101.7333984375 3.14600100388593))",0,br730dc4071.1,0
1322320223011023,141743,82766,6,101,56,"POLYGON ((101.738891601562 3.14600100388593, 101.744384765625 3.14600100388593, 101.744384765625 3.14051610398324, 101.738891601562 3.14051610398324, 101.738891601562 3.14600100388593))",0,br730dc4071.1,0
1322320223011030,133885,68169,9,381,137,"POLYGON ((101.744384765625 3.15148587492933, 101.749877929688 3.15148587492933, 101.749877929688 3.14600100388593, 101.744384765625 3.14600100388593, 101.744384765625 3.15148587492933))",0,br730dc4071.1,0
1322320223011031,121606,56919,8,341,144,"POLYGON ((101.749877929688 3.15148587492933, 101.75537109375 3.15148587492933, 101.75537109375 3.14600100388593, 101.749877929688 3.14600100388593, 101.749877929688 3.15148587492933))",0,br730dc4071.1,0
1322320223011032,119154,61241,6,317,97,"POLYGON ((101.744384765625 3.14600100388593, 101.749877929688 3.14600100388593, 101.749877929688 3.14051610398324, 101.744384765625 3.14051610398324, 101.744384765625 3.14600100388593))",0,br730dc4071.1,0
1322320223011033,155539,76540,5,392,122,"POLYGON ((101.749877929688 3.14600100388593, 101.75537109375 3.14600100388593, 101.75537109375 3.14051610398324, 101.749877929688 3.14051610398324, 101.749877929688 3.14600100388593))",0,br730dc4071.1,0
1322320223011100,129646,62381,7,145,58,"POLYGON ((101.75537109375 3.16245553023785, 101.760864257812 3.16245553023785, 101.760864257812 3.15697071706334, 101.75537109375 3.15697071706334, 101.75537109375 3.16245553023785))",0,br730dc4071.1,0
1322320223011101,145163,65462,6,263,69,"POLYGON ((101.760864257812 3.16245553023785, 101.766357421875 3.16245553023785, 101.766357421875 3.15697071706334, 101.760864257812 3.15697071706334, 101.760864257812 3.16245553023785))",0,br730dc4071.1,0
1322320223011102,124455,62429,8,427,131,"POLYGON ((101.75537109375 3.15697071706334, 101.760864257812 3.15697071706334, 101.760864257812 3.15148587492933, 101.75537109375 3.15148587492933, 101.75537109375 3.15697071706334))",0,br730dc4071.1,0
1322320223011103,104843,57730,6,129,50,"POLYGON ((101.760864257812 3.15697071706334, 101.766357421875 3.15697071706334, 101.766357421875 3.15148587492933, 101.760864257812 3.15148587492933, 101.760864257812 3.15697071706334))",0,br730dc4071.1,0
1322320223011110,190854,79921,6,37,18,"POLYGON ((101.766357421875 3.16245553023785, 101.771850585938 3.16245553023785, 101.771850585938 3.15697071706334, 101.766357421875 3.15697071706334, 101.766357421875 3.16245553023785))",0,br730dc4071.1,0
1322320223011111,107279,72226,7,147,52,"POLYGON ((101.771850585938 3.16245553023785, 101.77734375 3.16245553023785, 101.77734375 3.15697071706334, 101.771850585938 3.15697071706334, 101.771850585938 3.16245553023785))",0,br730dc4071.1,0
1322320223011112,138138,72054,7,278,96,"POLYGON ((101.766357421875 3.15697071706334, 101.771850585938 3.15697071706334, 101.771850585938 3.15148587492933, 101.766357421875 3.15148587492933, 101.766357421875 3.15697071706334))",0,br730dc4071.1,0
1322320223011113,116848,57112,8,228,86,"POLYGON ((101.771850585938 3.15697071706334, 101.77734375 3.15697071706334, 101.77734375 3.15148587492933, 101.771850585938 3.15148587492933, 101.771850585938 3.15697071706334))",0,br730dc4071.1,0
1322320223011120,130902,54573,8,223,88,"POLYGON ((101.75537109375 3.15148587492933, 101.760864257812 3.15148587492933, 101.760864257812 3.14600100388593, 101.75537109375 3.14600100388593, 101.75537109375 3.15148587492933))",0,br730dc4071.1,0
1322320223011121,134363,67068,8,114,44,"POLYGON ((101.760864257812 3.15148587492933, 101.766357421875 3.15148587492933, 101.766357421875 3.14600100388593, 101.760864257812 3.14600100388593, 101.760864257812 3.15148587492933))",0,br730dc4071.1,0
1322320223011122,134841,51725,6,478,111,"POLYGON ((101.75537109375 3.14600100388593, 101.760864257812 3.14600100388593, 101.760864257812 3.14051610398324, 101.75537109375 3.14051610398324, 101.75537109375 3.14600100388593))",0,br730dc4071.1,0
1322320223011123,166584,77266,8,277,95,"POLYGON ((101.760864257812 3.14600100388593, 101.766357421875 3.14600100388593, 101.766357421875 3.14051610398324, 101.760864257812 3.14051610398324, 101.760864257812 3.14600100388593))",0,br730dc4071.1,0
1322320223011130,120919,45522,8,564,118,"POLYGON ((101.766357421875 3.15148587492933, 101.771850585938 3.15148587492933, 101.771850585938 3.14600100388593, 101.766357421875 3.14600100388593, 101.766357421875 3.15148587492933))",0,br730dc4071.1,0
1322320223011131,119189,60215,7,267,99,"POLYGON ((101.771850585938 3.15148587492933, 101.77734375 3.15148587492933, 101.77734375 3.14600100388593, 101.771850585938 3.14600100388593, 101.771850585938 3.15148587492933))",0,br730dc4071.1,0
1322320223011132,146630,73072,8,321,106,"POLYGON ((101.766357421875 3.14600100388593, 101.771850585938 3.14600100388593, 101.771850585938 3.14051610398324, 101.766357421875 3.14051610398324, 101.766357421875 3.14600100388593))",0,br730dc4071.1,0
1322320223011133,112643,53753,6,237,77,"POLYGON ((101.771850585938 3.14600100388593, 101.77734375 3.14600100388593, 101.77734375 3.14051610398324, 101.771850585938 3.14051610398324, 101.771850585938 3.14600100388593))",0,br730dc4071.1,0
1322320223011200,154424,84118,5,205,78,"POLYGON ((101.7333984375 3.14051610398324, 101.738891601562 3.14051610398324, 101.738891601562 3.13503117527139, 101.7333984375 3.13503117527139, 101.7333984375 3.14051610398324))",0,br730dc4071.1,0
1322320223011201,140224,52690,6,210,80,"POLYGON ((101.738891601562 3.14051610398324, 101.744384765625 3.14051610398324, 101.744384765625 3.13503117527139, 101.738891601562 3.13503117527139, 101.738891601562 3.14051610398324))",0,br730dc4071.1,0
1322320223011202,136980,52951,8,228,88,"POLYGON ((101.7333984375 3.13503117527139, 101.738891601562 3.13503117527139, 101.738891601562 3.12954621780049, 101.7333984375 3.12954621780049, 101.7333984375 3.13503117527139))",0,br730dc4071.1,0
1322320223011203,142838,63601,8,270,116,"POLYGON ((101.738891601562 3.13503117527139, 101.744384765625 3.13503117527139, 101.744384765625 3.12954621780049, 101.738891601562 3.12954621780049, 101.738891601562 3.13503117527139))",0,br730dc4071.1,0
1322320223011210,138017,65293,8,667,136,"POLYGON ((101.744384765625 3.14051610398324, 101.749877929688 3.14051610398324, 101.749877929688 3.13503117527139, 101.744384765625 3.13503117527139, 101.744384765625 3.14051610398324))",0,br730dc4071.1,0
1322320223011211,132538,78236,6,376,140,"POLYGON ((101.749877929688 3.14051610398324, 101.75537109375 3.14051610398324, 101.75537109375 3.13503117527139, 101.749877929688 3.13503117527139, 101.749877929688 3.14051610398324))",0,br730dc4071.1,0
1322320223011212,148397,71883,7,472,131,"POLYGON ((101.744384765625 3.13503117527139, 101.749877929688 3.13503117527139, 101.749877929688 3.12954621780049, 101.744384765625 3.12954621780049, 101.744384765625 3.13503117527139))",0,br730dc4071.1,0
1322320223011213,136758,64271,7,363,150,"POLYGON ((101.749877929688 3.13503117527139, 101.75537109375 3.13503117527139, 101.75537109375 3.12954621780049, 101.749877929688 3.12954621780049, 101.749877929688 3.13503117527139))",0,br730dc4071.1,0
1322320223011220,158139,99186,6,439,151,"POLYGON ((101.7333984375 3.12954621780049, 101.738891601562 3.12954621780049, 101.738891601562 3.12406123162066, 101.7333984375 3.12406123162066, 101.7333984375 3.12954621780049))",0,br730dc4071.1,0
1322320223011221,148248,58583,6,221,102,"POLYGON ((101.738891601562 3.12954621780049, 101.744384765625 3.12954621780049, 101.744384765625 3.12406123162066, 101.738891601562 3.12406123162066, 101.738891601562 3.12954621780049))",0,br730dc4071.1,0
1322320223011222,157075,78208,6,409,118,"POLYGON ((101.7333984375 3.12406123162066, 101.738891601562 3.12406123162066, 101.738891601562 3.11857621678199, 101.7333984375 3.11857621678199, 101.7333984375 3.12406123162066))",0,br730dc4071.1,0
1322320223011223,130251,64221,7,321,120,"POLYGON ((101.738891601562 3.12406123162066, 101.744384765625 3.12406123162066, 101.744384765625 3.11857621678199, 101.738891601562 3.11857621678199, 101.738891601562 3.12406123162066))",0,br730dc4071.1,0
1322320223011230,143718,72510,6,185,99,"POLYGON ((101.744384765625 3.12954621780049, 101.749877929688 3.12954621780049, 101.749877929688 3.12406123162066, 101.744384765625 3.12406123162066, 101.744384765625 3.12954621780049))",0,br730dc4071.1,0
1322320223011231,116561,53149,8,355,144,"POLYGON ((101.749877929688 3.12954621780049, 101.75537109375 3.12954621780049, 101.75537109375 3.12406123162066, 101.749877929688 3.12406123162066, 101.749877929688 3.12954621780049))",0,br730dc4071.1,0
1322320223011232,127286,68945,6,391,150,"POLYGON ((101.744384765625 3.12406123162066, 101.749877929688 3.12406123162066, 101.749877929688 3.11857621678199, 101.744384765625 3.11857621678199, 101.744384765625 3.12406123162066))",0,br730dc4071.1,0
1322320223011233,136175,60413,6,262,109,"POLYGON ((101.749877929688 3.12406123162066, 101.75537109375 3.12406123162066, 101.75537109375 3.11857621678199, 101.749877929688 3.11857621678199, 101.749877929688 3.12406123162066))",0,br730dc4071.1,0
1322320223011300,107073,44323,7,303,100,"POLYGON ((101.75537109375 3.14051610398324, 101.760864257812 3.14051610398324, 101.760864257812 3.13503117527139, 101.75537109375 3.13503117527139, 101.75537109375 3.14051610398324))",0,br730dc4071.1,0
1322320223011301,142969,90075,7,265,94,"POLYGON ((101.760864257812 3.14051610398324, 101.766357421875 3.14051610398324, 101.766357421875 3.13503117527139, 101.760864257812 3.13503117527139, 101.760864257812 3.14051610398324))",0,br730dc4071.1,0
1322320223011302,115601,55431,7,240,82,"POLYGON ((101.75537109375 3.13503117527139, 101.760864257812 3.13503117527139, 101.760864257812 3.12954621780049, 101.75537109375 3.12954621780049, 101.75537109375 3.13503117527139))",0,br730dc4071.1,0
1322320223011303,154448,76212,6,209,98,"POLYGON ((101.760864257812 3.13503117527139, 101.766357421875 3.13503117527139, 101.766357421875 3.12954621780049, 101.760864257812 3.12954621780049, 101.760864257812 3.13503117527139))",0,br730dc4071.1,0
1322320223011310,161057,82715,5,523,136,"POLYGON ((101.766357421875 3.14051610398324, 101.771850585938 3.14051610398324, 101.771850585938 3.13503117527139, 101.766357421875 3.13503117527139, 101.766357421875 3.14051610398324))",0,br730dc4071.1,0
1322320223011311,103915,49785,9,128,50,"POLYGON ((101.771850585938 3.14051610398324, 101.77734375 3.14051610398324, 101.77734375 3.13503117527139, 101.771850585938 3.13503117527139, 101.771850585938 3.14051610398324))",0,br730dc4071.1,0
1322320223011312,106397,44540,9,166,59,"POLYGON ((101.766357421875 3.13503117527139, 101.771850585938 3.13503117527139, 101.771850585938 3.12954621780049, 101.766357421875 3.12954621780049, 101.766357421875 3.13503117527139))",0,br730dc4071.1,0
1322320223011313,97290,37517,8,345,79,"POLYGON ((101.771850585938 3.13503117527139, 101.77734375 3.13503117527139, 101.77734375 3.12954621780049, 101.771850585938 3.12954621780049, 101.771850585938 3.13503117527139))",0,br730dc4071.1,0
1322320223011320,101167,41691,8,316,109,"POLYGON ((101.75537109375 3.12954621780049, 101.760864257812 3.12954621780049, 101.760864257812 3.12406123162066, 101.75537109375 3.12406123162066, 101.75537109375 3.12954621780049))",0,br730dc4071.1,0
1322320223011321,109557,48433,8,277,120,"POLYGON ((101.760864257812 3.12954621780049, 101.766357421875 3.12954621780049, 101.766357421875 3.12406123162066, 101.760864257812 3.12406123162066, 101.760864257812 3.12954621780049))",0,br730dc4071.1,0
1322320223011322,150737,56652,6,940,104,"POLYGON ((101.75537109375 3.12406123162066, 101.760864257812 3.12406123162066, 101.760864257812 3.11857621678199, 101.75537109375 3.11857621678199, 101.75537109375 3.12406123162066))",0,br730dc4071.1,0
1322320223011323,127028,46068,7,294,95,"POLYGON ((101.760864257812 3.12406123162066, 101.766357421875 3.12406123162066, 101.766357421875 3.11857621678199, 101.760864257812 3.11857621678199, 101.760864257812 3.12406123162066))",0,br730dc4071.1,0
1322320223011330,124838,42001,8,239,58,"POLYGON ((101.766357421875 3.12954621780049, 101.771850585938 3.12954621780049, 101.771850585938 3.12406123162066, 101.766357421875 3.12406123162066, 101.766357421875 3.12954621780049))",0,br730dc4071.1,0
1322320223011331,113804,50001,8,179,44,"POLYGON ((101.771850585938 3.12954621780049, 101.77734375 3.12954621780049, 101.77734375 3.12406123162066, 101.771850585938 3.12406123162066, 101.771850585938 3.12954621780049))",0,br730dc4071.1,0
1322320223011332,98677,37616,7,419,75,"POLYGON ((101.766357421875 3.12406123162066, 101.771850585938 3.12406123162066, 101.771850585938 3.11857621678199, 101.766357421875 3.11857621678199, 101.766357421875 3.12406123162066))",0,br730dc4071.1,0
1322320223011333,136353,45625,6,106,42,"POLYGON ((101.771850585938 3.12406123162066, 101.77734375 3.12406123162066, 101.77734375 3.11857621678199, 101.771850585938 3.11857621678199, 101.771850585938 3.12406123162066))",0,br730dc4071.1,0
1322320223012000,221620,85897,7,110,31,"POLYGON ((101.689453125 3.11857621678199, 101.694946289062 3.11857621678199, 101.694946289062 3.11309117333464, 101.689453125 3.11309117333464, 101.689453125 3.11857621678199))",0,br730dc4071.1,0
1322320223012002,156726,118381,5,62,28,"POLYGON ((101.689453125 3.11309117333464, 101.694946289062 3.11309117333464, 101.694946289062 3.1076061013287, 101.689453125 3.1076061013287, 101.689453125 3.11309117333464))",0,br730dc4071.1,0
1322320223012011,172384,139054,5,231,82,"POLYGON ((101.705932617188 3.11857621678199, 101.71142578125 3.11857621678199, 101.71142578125 3.11309117333464, 101.705932617188 3.11309117333464, 101.705932617188 3.11857621678199))",0,br730dc4071.1,0
1322320223012012,210563,174723,7,94,28,"POLYGON ((101.700439453125 3.11309117333464, 101.705932617188 3.11309117333464, 101.705932617188 3.1076061013287, 101.700439453125 3.1076061013287, 101.700439453125 3.11309117333464))",0,br730dc4071.1,0
1322320223012013,142798,86988,7,84,21,"POLYGON ((101.705932617188 3.11309117333464, 101.71142578125 3.11309117333464, 101.71142578125 3.1076061013287, 101.705932617188 3.1076061013287, 101.705932617188 3.11309117333464))",0,br730dc4071.1,0
1322320223012020,169059,117859,6,315,82,"POLYGON ((101.689453125 3.1076061013287, 101.694946289062 3.1076061013287, 101.694946289062 3.1021210008143, 101.689453125 3.1021210008143, 101.689453125 3.1076061013287))",0,br730dc4071.1,0
1322320223012021,177414,146158,6,119,51,"POLYGON ((101.694946289062 3.1076061013287, 101.700439453125 3.1076061013287, 101.700439453125 3.1021210008143, 101.694946289062 3.1021210008143, 101.694946289062 3.1076061013287))",0,br730dc4071.1,0
1322320223012022,119315,43349,5,569,175,"POLYGON ((101.689453125 3.1021210008143, 101.694946289062 3.1021210008143, 101.694946289062 3.09663587184155, 101.689453125 3.09663587184155, 101.689453125 3.1021210008143))",0,br730dc4071.1,0
1322320223012023,124878,78505,5,28,20,"POLYGON ((101.694946289062 3.1021210008143, 101.700439453125 3.1021210008143, 101.700439453125 3.09663587184155, 101.694946289062 3.09663587184155, 101.694946289062 3.1021210008143))",0,br730dc4071.1,0
1322320223012030,97319,40528,11,53,19,"POLYGON ((101.700439453125 3.1076061013287, 101.705932617188 3.1076061013287, 101.705932617188 3.1021210008143, 101.700439453125 3.1021210008143, 101.700439453125 3.1076061013287))",0,br730dc4071.1,0
1322320223012031,139929,84315,7,163,61,"POLYGON ((101.705932617188 3.1076061013287, 101.71142578125 3.1076061013287, 101.71142578125 3.1021210008143, 101.705932617188 3.1021210008143, 101.705932617188 3.1076061013287))",0,br730dc4071.1,0
1322320223012032,184929,136973,6,205,65,"POLYGON ((101.700439453125 3.1021210008143, 101.705932617188 3.1021210008143, 101.705932617188 3.09663587184155, 101.700439453125 3.09663587184155, 101.700439453125 3.1021210008143))",0,br730dc4071.1,0
1322320223012033,123168,94544,10,626,214,"POLYGON ((101.705932617188 3.1021210008143, 101.71142578125 3.1021210008143, 101.71142578125 3.09663587184155, 101.705932617188 3.09663587184155, 101.705932617188 3.1021210008143))",0,br730dc4071.1,0
1322320223012100,107263,74969,9,62,28,"POLYGON ((101.71142578125 3.11857621678199, 101.716918945312 3.11857621678199, 101.716918945312 3.11309117333464, 101.71142578125 3.11309117333464, 101.71142578125 3.11857621678199))",0,br730dc4071.1,0
1322320223012101,143526,68466,8,262,79,"POLYGON ((101.716918945312 3.11857621678199, 101.722412109375 3.11857621678199, 101.722412109375 3.11309117333464, 101.716918945312 3.11309117333464, 101.716918945312 3.11857621678199))",0,br730dc4071.1,0
1322320223012102,126226,83055,9,157,77,"POLYGON ((101.71142578125 3.11309117333464, 101.716918945312 3.11309117333464, 101.716918945312 3.1076061013287, 101.71142578125 3.1076061013287, 101.71142578125 3.11309117333464))",0,br730dc4071.1,0
1322320223012103,137066,80392,9,262,81,"POLYGON ((101.716918945312 3.11309117333464, 101.722412109375 3.11309117333464, 101.722412109375 3.1076061013287, 101.716918945312 3.1076061013287, 101.716918945312 3.11309117333464))",0,br730dc4071.1,0
1322320223012110,139677,78332,6,275,115,"POLYGON ((101.722412109375 3.11857621678199, 101.727905273438 3.11857621678199, 101.727905273438 3.11309117333464, 101.722412109375 3.11309117333464, 101.722412109375 3.11857621678199))",0,br730dc4071.1,0
1322320223012111,156976,83355,12,464,141,"POLYGON ((101.727905273438 3.11857621678199, 101.7333984375 3.11857621678199, 101.7333984375 3.11309117333464, 101.727905273438 3.11309117333464, 101.727905273438 3.11857621678199))",0,br730dc4071.1,0
1322320223012112,151814,90550,6,182,74,"POLYGON ((101.722412109375 3.11309117333464, 101.727905273438 3.11309117333464, 101.727905273438 3.1076061013287, 101.722412109375 3.1076061013287, 101.722412109375 3.11309117333464))",0,br730dc4071.1,0
1322320223012113,125691,54091,23,87,43,"POLYGON ((101.727905273438 3.11309117333464, 101.7333984375 3.11309117333464, 101.7333984375 3.1076061013287, 101.727905273438 3.1076061013287, 101.727905273438 3.11309117333464))",0,br730dc4071.1,0
1322320223012120,145910,91477,6,389,126,"POLYGON ((101.71142578125 3.1076061013287, 101.716918945312 3.1076061013287, 101.716918945312 3.1021210008143, 101.71142578125 3.1021210008143, 101.71142578125 3.1076061013287))",0,br730dc4071.1,0
1322320223012121,119588,80615,6,23,10,"POLYGON ((101.716918945312 3.1076061013287, 101.722412109375 3.1076061013287, 101.722412109375 3.1021210008143, 101.716918945312 3.1021210008143, 101.716918945312 3.1076061013287))",0,br730dc4071.1,0
1322320223012122,143979,89062,7,534,204,"POLYGON ((101.71142578125 3.1021210008143, 101.716918945312 3.1021210008143, 101.716918945312 3.09663587184155, 101.71142578125 3.09663587184155, 101.71142578125 3.1021210008143))",0,br730dc4071.1,0
1322320223012123,127017,81814,7,238,87,"POLYGON ((101.716918945312 3.1021210008143, 101.722412109375 3.1021210008143, 101.722412109375 3.09663587184155, 101.716918945312 3.09663587184155, 101.716918945312 3.1021210008143))",0,br730dc4071.1,0
1322320223012130,177183,136721,10,159,71,"POLYGON ((101.722412109375 3.1076061013287, 101.727905273438 3.1076061013287, 101.727905273438 3.1021210008143, 101.722412109375 3.1021210008143, 101.722412109375 3.1076061013287))",0,br730dc4071.1,0
1322320223012131,94627,63549,10,132,54,"POLYGON ((101.727905273438 3.1076061013287, 101.7333984375 3.1076061013287, 101.7333984375 3.1021210008143, 101.727905273438 3.1021210008143, 101.727905273438 3.1076061013287))",0,br730dc4071.1,0
